0.045565	0.015411
0.045556	0.015411
0.045548	0.015411
0.045539	0.015411
0.045531	0.015411
0.045522	0.015410
0.045513	0.015410
0.045505	0.015410
0.045496	0.015410
0.045488	0.015410
0.045479	0.015410
0.045471	0.015410
0.045462	0.015410
0.045454	0.015410
0.045445	0.015409
0.045436	0.015409
0.045428	0.015409
0.045419	0.015409
0.045411	0.015409
0.045402	0.015409
0.045394	0.015409
0.045385	0.015409
0.045377	0.015409
0.045368	0.015408
0.045360	0.015408
0.045352	0.015408
0.045343	0.015408
0.045335	0.015408
0.045326	0.015408
0.045318	0.015408
0.045309	0.015408
0.045301	0.015408
0.045292	0.015407
0.045284	0.015407
0.045276	0.015407
0.045267	0.015407
0.045259	0.015407
0.045250	0.015407
0.045242	0.015407
0.045234	0.015407
0.045225	0.015407
0.045217	0.015406
0.045209	0.015406
0.045200	0.015406
0.045192	0.015406
0.045184	0.015406
0.045175	0.015406
0.045167	0.015406
0.045159	0.015406
0.045150	0.015406
0.045142	0.015405
0.045134	0.015405
0.045125	0.015405
0.045117	0.015405
0.045109	0.015405
0.045101	0.015405
0.045092	0.015405
0.045084	0.015405
0.045076	0.015405
0.045067	0.015404
0.045059	0.015404
0.045051	0.015404
0.045043	0.015404
0.045035	0.015404
0.045026	0.015404
0.045018	0.015404
0.045010	0.015404
0.045002	0.015403
0.044993	0.015403
0.044985	0.015403
0.044977	0.015403
0.044969	0.015403
0.044961	0.015403
0.044953	0.015403
0.044944	0.015403
0.044936	0.015403
0.044928	0.015402
0.044920	0.015402
0.044912	0.015402
0.044904	0.015402
0.044896	0.015402
0.044887	0.015402
0.044879	0.015402
0.044871	0.015402
0.044863	0.015402
0.044855	0.015401
0.044847	0.015401
0.044839	0.015401
0.044831	0.015401
0.044823	0.015401
0.044815	0.015401
0.044807	0.015401
0.044798	0.015401
0.044790	0.015401
0.044782	0.015400
0.044774	0.015400
0.044766	0.015400
0.044758	0.015400
0.044750	0.015400
0.044742	0.015400
0.044734	0.015400
0.044726	0.015400
0.044718	0.015400
0.044710	0.015399
0.044702	0.015399
0.044694	0.015399
0.044686	0.015399
0.044678	0.015399
0.044670	0.015399
0.044662	0.015399
0.044654	0.015399
0.044646	0.015399
0.044639	0.015398
0.044631	0.015398
0.044623	0.015398
0.044615	0.015398
0.044607	0.015398
0.044599	0.015398
0.044591	0.015398
0.044583	0.015398
0.044575	0.015398
0.044567	0.015397
0.044559	0.015397
0.044552	0.015397
0.044544	0.015397
0.044536	0.015397
0.044528	0.015397
0.044520	0.015397
0.044512	0.015397
0.044504	0.015397
0.044497	0.015396
0.044489	0.015396
0.044481	0.015396
0.044473	0.015396
0.044465	0.015396
0.044457	0.015396
0.044450	0.015396
0.044442	0.015396
0.044434	0.015396
0.044426	0.015395
0.044418	0.015395
0.044411	0.015395
0.044403	0.015395
0.044395	0.015395
0.044387	0.015395
0.044380	0.015395
0.044372	0.015395
0.044364	0.015395
0.044356	0.015394
0.044349	0.015394
0.044341	0.015394
0.044333	0.015394
0.044325	0.015394
0.044318	0.015394
0.044310	0.015394
0.044302	0.015394
0.044295	0.015393
0.044287	0.015393
0.044279	0.015393
0.044271	0.015393
0.044264	0.015393
0.044256	0.015393
0.044248	0.015393
0.044241	0.015393
0.044233	0.015393
0.044225	0.015392
0.044218	0.015392
0.044210	0.015392
0.044203	0.015392
0.044195	0.015392
0.044187	0.015392
0.044180	0.015392
0.044172	0.015392
0.044164	0.015392
0.044157	0.015391
0.044149	0.015391
0.044142	0.015391
0.044134	0.015391
0.044126	0.015391
0.044119	0.015391
0.044111	0.015391
0.044104	0.015391
0.044096	0.015391
0.044089	0.015390
0.044081	0.015390
0.044073	0.015390
0.044066	0.015390
0.044058	0.015390
0.044051	0.015390
0.044043	0.015390
0.044036	0.015390
0.044028	0.015390
0.044021	0.015389
0.044013	0.015389
0.044006	0.015389
0.043998	0.015389
0.043991	0.015389
0.043983	0.015389
0.043976	0.015389
0.043968	0.015389
0.043961	0.015389
0.043953	0.015388
0.043946	0.015388
0.043938	0.015388
0.043931	0.015388
0.043924	0.015388
0.043916	0.015388
0.043909	0.015388
0.043901	0.015388
0.043894	0.015388
0.043886	0.015387
0.043879	0.015387
0.043872	0.015387
0.043864	0.015387
0.043857	0.015387
0.043849	0.015387
0.043842	0.015387
0.043835	0.015387
0.043827	0.015387
0.043820	0.015386
0.043812	0.015386
0.043805	0.015386
0.043798	0.015386
0.043790	0.015386
0.043783	0.015386
0.043776	0.015386
0.043768	0.015386
0.043761	0.015386
0.043754	0.015385
0.043746	0.015385
0.043739	0.015385
0.043732	0.015385
0.043724	0.015385
0.043717	0.015385
0.043710	0.015385
0.043703	0.015385
0.043695	0.015385
0.043688	0.015384
0.043681	0.015384
0.043673	0.015384
0.043666	0.015384
0.043659	0.015384
0.043652	0.015384
0.043644	0.015384
0.043637	0.015384
0.043630	0.015384
0.043623	0.015383
0.043615	0.015383
0.043608	0.015383
0.043601	0.015383
0.043594	0.015383
0.043586	0.015383
0.043579	0.015383
0.043572	0.015383
0.043565	0.015383
0.043558	0.015382
0.043550	0.015382
0.043543	0.015382
0.043536	0.015382
0.043529	0.015382
0.043522	0.015382
0.043514	0.015382
0.043507	0.015382
0.043500	0.015381
0.043493	0.015381
0.043486	0.015381
0.043479	0.015381
0.043472	0.015381
0.043464	0.015381
0.043457	0.015381
0.043450	0.015381
0.043443	0.015381
0.043436	0.015380
0.043429	0.015380
0.043422	0.015380
0.043415	0.015380
0.043407	0.015380
0.043400	0.015380
0.043393	0.015380
0.043386	0.015380
0.043379	0.015380
0.043372	0.015379
0.043365	0.015379
0.043358	0.015379
0.043351	0.015379
0.043344	0.015379
0.043337	0.015379
0.043330	0.015379
0.043323	0.015379
0.043316	0.015379
0.043308	0.015378
0.043301	0.015378
0.043294	0.015378
0.043287	0.015378
0.043280	0.015378
0.043273	0.015378
0.043266	0.015378
0.043259	0.015378
0.043252	0.015378
0.043245	0.015377
0.043238	0.015377
0.043231	0.015377
0.043224	0.015377
0.043217	0.015377
0.043210	0.015377
0.043203	0.015377
0.043196	0.015377
0.043190	0.015377
0.043183	0.015376
0.043176	0.015376
0.043169	0.015376
0.043162	0.015376
0.043155	0.015376
0.043148	0.015376
0.043141	0.015376
0.043134	0.015376
0.043127	0.015376
0.043120	0.015375
0.043113	0.015375
0.043106	0.015375
0.043099	0.015375
0.043093	0.015375
0.043086	0.015375
0.043079	0.015375
0.043072	0.015375
0.043065	0.015375
0.043058	0.015374
0.043051	0.015374
0.043044	0.015374
0.043038	0.015374
0.043031	0.015374
0.043024	0.015374
0.043017	0.015374
0.043010	0.015374
0.043003	0.015374
0.042996	0.015373
0.042990	0.015373
0.042983	0.015373
0.042976	0.015373
0.042969	0.015373
0.042962	0.015373
0.042955	0.015373
0.042949	0.015373
0.042942	0.015373
0.042935	0.015372
0.042928	0.015372
0.042922	0.015372
0.042915	0.015372
0.042908	0.015372
0.042901	0.015372
0.042894	0.015372
0.042888	0.015372
0.042881	0.015372
0.042874	0.015371
0.042867	0.015371
0.042861	0.015371
0.042854	0.015371
0.042847	0.015371
0.042840	0.015371
0.042834	0.015371
0.042827	0.015371
0.042820	0.015371
0.042813	0.015370
0.042807	0.015370
0.042800	0.015370
0.042793	0.015370
0.042787	0.015370
0.042780	0.015370
0.042773	0.015370
0.042767	0.015370
0.042760	0.015370
0.042753	0.015369
0.042746	0.015369
0.042740	0.015369
0.042733	0.015369
0.042726	0.015369
0.042720	0.015369
0.042713	0.015369
0.042706	0.015369
0.042700	0.015369
0.042693	0.015368
0.042687	0.015368
0.042680	0.015368
0.042673	0.015368
0.042667	0.015368
0.042660	0.015368
0.042653	0.015368
0.042647	0.015368
0.042640	0.015368
0.042634	0.015367
0.042627	0.015367
0.042620	0.015367
0.042614	0.015367
0.042607	0.015367
0.042601	0.015367
0.042594	0.015367
0.042587	0.015367
0.042581	0.015367
0.042574	0.015366
0.042568	0.015366
0.042561	0.015366
0.042555	0.015366
0.042548	0.015366
0.042541	0.015366
0.042535	0.015366
0.042528	0.015366
0.042522	0.015366
0.042515	0.015365
0.042509	0.015365
0.042502	0.015365
0.042496	0.015365
0.042489	0.015365
0.042483	0.015365
0.042476	0.015365
0.042470	0.015365
0.042463	0.015365
0.042457	0.015364
0.042450	0.015364
0.042444	0.015364
0.042437	0.015364
0.042431	0.015364
0.042424	0.015364
0.042418	0.015364
0.042411	0.015364
0.042405	0.015364
0.042398	0.015363
0.042392	0.015363
0.042385	0.015363
0.042379	0.015363
0.042372	0.015363
0.042366	0.015363
0.042360	0.015363
0.042353	0.015363
0.042347	0.015363
0.042340	0.015362
0.042334	0.015362
0.042327	0.015362
0.042321	0.015362
0.042315	0.015362
0.042308	0.015362
0.042302	0.015362
0.042295	0.015362
0.042289	0.015362
0.042283	0.015361
0.042276	0.015361
0.042270	0.015361
0.042263	0.015361
0.042257	0.015361
0.042251	0.015361
0.042244	0.015361
0.042238	0.015361
0.042232	0.015361
0.042225	0.015360
0.042219	0.015360
0.042213	0.015360
0.042206	0.015360
0.042200	0.015360
0.042193	0.015360
0.042187	0.015360
0.042181	0.015360
0.042174	0.015360
0.042168	0.015359
0.042162	0.015359
0.042156	0.015359
0.042149	0.015359
0.042143	0.015359
0.042137	0.015359
0.042130	0.015359
0.042124	0.015359
0.042118	0.015359
0.042111	0.015358
0.042105	0.015358
0.042099	0.015358
0.042093	0.015358
0.042086	0.015358
0.042080	0.015358
0.042074	0.015358
0.042067	0.015358
